condition,county,year,month,n
Listeriosis,washington,2021,4,0
Lyme disease,washington,2021,4,0
Malaria,washington,2021,4,0
Mumps,washington,2021,4,0
"Neisseria meningitidis, invasive (Mening. disease)",washington,2021,4,0
Noroviruses,washington,2021,4,0
Pertussis,washington,2021,4,0
Pneumocystis pneumonia (PCP),washington,2021,4,0
"Q fever, Acute",washington,2021,4,0
Rabies PEP,washington,2021,4,0
Relapsing Fever (tick and louse-borne),washington,2021,4,0
Respiratory syncytial virus (RSV),washington,2021,4,0
"S. aureus, coag+, meth- or oxi- resistant (MRSA)",washington,2021,4,0
Salmonellosis,washington,2021,4,0
Shiga toxin-producing Escherichia coli (STEC),washington,2021,4,0
Shigellosis,washington,2021,4,0
Spotted Fever Rickettsiosis,washington,2021,4,0
Streptococcal toxic-shock syndrome,washington,2021,4,0
"Streptococcus pneumoniae, invasive disease (IPD)",washington,2021,4,0
Transmissible spongiform encephalopathies (TSEs),washington,2021,4,0
Tuberculosis,washington,2021,4,0
Tularemia,washington,2021,4,0
Waterborne Illness,washington,2021,4,0
West Nile virus neuroinvasive disease,washington,2021,4,0
West Nile virus non-neuroinvasive disease,washington,2021,4,0
Yersiniosis (non-pestis),washington,2021,4,0
"Zika virus disease, non-congenital",washington,2021,4,0
"Amebiasis, NOS",adams,2021,4,0
Aseptic meningitis,adams,2021,4,0
"Botulism, infant",adams,2021,4,0
Campylobacteriosis,adams,2021,4,0
Chlamydia trachomatis infection,adams,2021,4,0
Cryptosporidiosis,adams,2021,4,0
Dengue,adams,2021,4,0
"Encephalitis, viral or aseptic",adams,2021,4,0
Extraordinary occurrence of illness,adams,2021,4,0
"Foodborne Illness, NOS",adams,2021,4,0
Giardiasis,adams,2021,4,0
Gonorrhea,adams,2021,4,0
"Group A Streptococcus, invasive",adams,2021,4,0
HIV or AIDS,adams,2021,4,0
"Haemophilus influenzae, invasive",adams,2021,4,0
Hantavirus pulmonary syndrome,adams,2021,4,0
"Hemolytic uremic synd,postdiarrheal",adams,2021,4,0
"Hepatitis A, acute",adams,2021,4,0
Hepatitis B,adams,2021,4,0
"Hepatitis C, Acute",adams,2021,4,0
Legionellosis,adams,2021,4,0
Listeriosis,adams,2021,4,0
Lyme disease,adams,2021,4,0
Malaria,adams,2021,4,0
Mumps,adams,2021,4,0
"Neisseria meningitidis, invasive (Mening. disease)",adams,2021,4,0
Noroviruses,adams,2021,4,0
Pertussis,adams,2021,4,0
Pneumocystis pneumonia (PCP),adams,2021,4,0
"Q fever, Acute",adams,2021,4,0
Rabies PEP,adams,2021,4,0
Relapsing Fever (tick and louse-borne),adams,2021,4,0
Respiratory syncytial virus (RSV),adams,2021,4,0
"S. aureus, coag+, meth- or oxi- resistant (MRSA)",adams,2021,4,0
Salmonellosis,adams,2021,4,0
Shiga toxin-producing Escherichia coli (STEC),adams,2021,4,0
Shigellosis,adams,2021,4,0
Spotted Fever Rickettsiosis,adams,2021,4,0
Streptococcal toxic-shock syndrome,adams,2021,4,0
"Streptococcus pneumoniae, invasive disease (IPD)",adams,2021,4,0
Transmissible spongiform encephalopathies (TSEs),adams,2021,4,0
Tuberculosis,adams,2021,4,0
Waterborne Illness,adams,2021,4,0
West Nile virus neuroinvasive disease,adams,2021,4,0
West Nile virus non-neuroinvasive disease,adams,2021,4,0
Yersiniosis (non-pestis),adams,2021,4,0
"Zika virus disease, non-congenital",adams,2021,4,0
"Amebiasis, NOS",gem,2021,4,0
Aseptic meningitis,gem,2021,4,0
"Botulism, infant",gem,2021,4,0
Campylobacteriosis,gem,2021,4,0
Cryptosporidiosis,gem,2021,4,0
Dengue,gem,2021,4,0
"Encephalitis, viral or aseptic",gem,2021,4,0
Extraordinary occurrence of illness,gem,2021,4,0
"Foodborne Illness, NOS",gem,2021,4,0
Giardiasis,gem,2021,4,0
"Group A Streptococcus, invasive",gem,2021,4,0
HIV or AIDS,gem,2021,4,0
"Haemophilus influenzae, invasive",gem,2021,4,0
Hantavirus pulmonary syndrome,gem,2021,4,0
"Hemolytic uremic synd,postdiarrheal",gem,2021,4,0
"Hepatitis A, acute",gem,2021,4,0
Hepatitis B,gem,2021,4,0
"Hepatitis C, Acute",gem,2021,4,0
Legionellosis,gem,2021,4,0
Listeriosis,gem,2021,4,0
Lyme disease,gem,2021,4,0
Malaria,gem,2021,4,0
Mumps,gem,2021,4,0
"Neisseria meningitidis, invasive (Mening. disease)",gem,2021,4,0
Noroviruses,gem,2021,4,0
Pertussis,gem,2021,4,0
Pneumocystis pneumonia (PCP),gem,2021,4,0
"Q fever, Acute",gem,2021,4,0
Rabies PEP,gem,2021,4,0
Relapsing Fever (tick and louse-borne),gem,2021,4,0
Respiratory syncytial virus (RSV),gem,2021,4,0
"S. aureus, coag+, meth- or oxi- resistant (MRSA)",gem,2021,4,0
Salmonellosis,gem,2021,4,0
Shiga toxin-producing Escherichia coli (STEC),gem,2021,4,0
Shigellosis,gem,2021,4,0
Spotted Fever Rickettsiosis,gem,2021,4,0
Streptococcal toxic-shock syndrome,gem,2021,4,0
"Streptococcus pneumoniae, invasive disease (IPD)",gem,2021,4,0
Transmissible spongiform encephalopathies (TSEs),gem,2021,4,0
Tuberculosis,gem,2021,4,0
Tularemia,gem,2021,4,0
Waterborne Illness,gem,2021,4,0
West Nile virus neuroinvasive disease,gem,2021,4,0
West Nile virus non-neuroinvasive disease,gem,2021,4,0
Yersiniosis (non-pestis),gem,2021,4,0
"Zika virus disease, non-congenital",gem,2021,4,0
"Amebiasis, NOS",owyhee,2021,4,0
Aseptic meningitis,owyhee,2021,4,0
"Botulism, infant",owyhee,2021,4,0
Chlamydia trachomatis infection,owyhee,2021,4,0
Cryptosporidiosis,owyhee,2021,4,0
Dengue,owyhee,2021,4,0
"Encephalitis, viral or aseptic",owyhee,2021,4,0
Extraordinary occurrence of illness,owyhee,2021,4,0
"Foodborne Illness, NOS",owyhee,2021,4,0
Giardiasis,owyhee,2021,4,0
Gonorrhea,owyhee,2021,4,0
"Group A Streptococcus, invasive",owyhee,2021,4,0
HIV or AIDS,owyhee,2021,4,0
"Haemophilus influenzae, invasive",owyhee,2021,4,0
Hantavirus pulmonary syndrome,owyhee,2021,4,0
"Hemolytic uremic synd,postdiarrheal",owyhee,2021,4,0
"Hepatitis A, acute",owyhee,2021,4,0
Hepatitis B,owyhee,2021,4,0
"Hepatitis C, Acute",owyhee,2021,4,0
Legionellosis,owyhee,2021,4,0
Listeriosis,owyhee,2021,4,0
Lyme disease,owyhee,2021,4,0
Malaria,owyhee,2021,4,0
Mumps,owyhee,2021,4,0
"Neisseria meningitidis, invasive (Mening. disease)",owyhee,2021,4,0
Noroviruses,owyhee,2021,4,0
Pertussis,owyhee,2021,4,0
Pneumocystis pneumonia (PCP),owyhee,2021,4,0
"Q fever, Acute",owyhee,2021,4,0
Rabies PEP,owyhee,2021,4,0
Relapsing Fever (tick and louse-borne),owyhee,2021,4,0
Respiratory syncytial virus (RSV),owyhee,2021,4,0
"S. aureus, coag+, meth- or oxi- resistant (MRSA)",owyhee,2021,4,0
Salmonellosis,owyhee,2021,4,0
Shiga toxin-producing Escherichia coli (STEC),owyhee,2021,4,0
Shigellosis,owyhee,2021,4,0
Spotted Fever Rickettsiosis,owyhee,2021,4,0
Streptococcal toxic-shock syndrome,owyhee,2021,4,0
"Streptococcus pneumoniae, invasive disease (IPD)",owyhee,2021,4,0
Transmissible spongiform encephalopathies (TSEs),owyhee,2021,4,0
Tuberculosis,owyhee,2021,4,0
Tularemia,owyhee,2021,4,0
Waterborne Illness,owyhee,2021,4,0
West Nile virus neuroinvasive disease,owyhee,2021,4,0
West Nile virus non-neuroinvasive disease,owyhee,2021,4,0
Yersiniosis (non-pestis),owyhee,2021,4,0
"Zika virus disease, non-congenital",owyhee,2021,4,0
"Amebiasis, NOS",canyon,2023,4,0
Aseptic meningitis,canyon,2023,4,0
"Botulism, infant",canyon,2023,4,0
Cryptosporidiosis,canyon,2023,4,0
Dengue,canyon,2023,4,0
"Encephalitis, viral or aseptic",canyon,2023,4,0
"Foodborne Illness, NOS",canyon,2023,4,0
Giardiasis,canyon,2023,4,0
"Group A Streptococcus, invasive",canyon,2023,4,0
HIV or AIDS,canyon,2023,4,0
"Haemophilus influenzae, invasive",canyon,2023,4,0
Hantavirus pulmonary syndrome,canyon,2023,4,0
"Hemolytic uremic synd,postdiarrheal",canyon,2023,4,0
"Hepatitis A, acute",canyon,2023,4,0
"Hepatitis C, Acute",canyon,2023,4,0
Legionellosis,canyon,2023,4,0
Listeriosis,canyon,2023,4,0
Lyme disease,canyon,2023,4,0
Malaria,canyon,2023,4,0
Mumps,canyon,2023,4,0
"Neisseria meningitidis, invasive (Mening. disease)",canyon,2023,4,0
Pertussis,canyon,2023,4,0
Pneumocystis pneumonia (PCP),canyon,2023,4,0
"Q fever, Acute",canyon,2023,4,0
Rabies PEP,canyon,2023,4,0
Relapsing Fever (tick and louse-borne),canyon,2023,4,0
Shigellosis,canyon,2023,4,0
Spotted Fever Rickettsiosis,canyon,2023,4,0
Streptococcal toxic-shock syndrome,canyon,2023,4,0
Transmissible spongiform encephalopathies (TSEs),canyon,2023,4,0
Tuberculosis,canyon,2023,4,0
Tularemia,canyon,2023,4,0
Waterborne Illness,canyon,2023,4,0
West Nile virus neuroinvasive disease,canyon,2023,4,0
West Nile virus non-neuroinvasive disease,canyon,2023,4,0
"Zika virus disease, non-congenital",canyon,2023,4,0
"Amebiasis, NOS",payette,2023,4,0
Aseptic meningitis,payette,2023,4,0
"Botulism, infant",payette,2023,4,0
Campylobacteriosis,payette,2023,4,0
Cryptosporidiosis,payette,2023,4,0
Dengue,payette,2023,4,0
"Encephalitis, viral or aseptic",payette,2023,4,0
Extraordinary occurrence of illness,payette,2023,4,0
"Foodborne Illness, NOS",payette,2023,4,0
Giardiasis,payette,2023,4,0
"Group A Streptococcus, invasive",payette,2023,4,0
HIV or AIDS,payette,2023,4,0
"Haemophilus influenzae, invasive",payette,2023,4,0
Hantavirus pulmonary syndrome,payette,2023,4,0
"Hemolytic uremic synd,postdiarrheal",payette,2023,4,0
"Hepatitis A, acute",payette,2023,4,0
Hepatitis B,payette,2023,4,0
"Hepatitis C, Acute",payette,2023,4,0
Legionellosis,payette,2023,4,0
Listeriosis,payette,2023,4,0
Lyme disease,payette,2023,4,0
Malaria,payette,2023,4,0
Mumps,payette,2023,4,0
"Neisseria meningitidis, invasive (Mening. disease)",payette,2023,4,0
Noroviruses,payette,2023,4,0
Pertussis,payette,2023,4,0
Pneumocystis pneumonia (PCP),payette,2023,4,0
"Q fever, Acute",payette,2023,4,0
Rabies PEP,payette,2023,4,0
Relapsing Fever (tick and louse-borne),payette,2023,4,0
Respiratory syncytial virus (RSV),payette,2023,4,0
"S. aureus, coag+, meth- or oxi- resistant (MRSA)",payette,2023,4,0
Salmonellosis,payette,2023,4,0
Shiga toxin-producing Escherichia coli (STEC),payette,2023,4,0
Shigellosis,payette,2023,4,0
Spotted Fever Rickettsiosis,payette,2023,4,0
Streptococcal toxic-shock syndrome,payette,2023,4,0
"Streptococcus pneumoniae, invasive disease (IPD)",payette,2023,4,0
Transmissible spongiform encephalopathies (TSEs),payette,2023,4,0
Tuberculosis,payette,2023,4,0
Tularemia,payette,2023,4,0
Waterborne Illness,payette,2023,4,0
West Nile virus neuroinvasive disease,payette,2023,4,0
West Nile virus non-neuroinvasive disease,payette,2023,4,0
Yersiniosis (non-pestis),payette,2023,4,0
"Zika virus disease, non-congenital",payette,2023,4,0
"Amebiasis, NOS",washington,2023,4,0
Aseptic meningitis,washington,2023,4,0
"Botulism, infant",washington,2023,4,0
Campylobacteriosis,washington,2023,4,0
Chlamydia trachomatis infection,washington,2023,4,0
Cryptosporidiosis,washington,2023,4,0
Dengue,washington,2023,4,0
"Encephalitis, viral or aseptic",washington,2023,4,0
Extraordinary occurrence of illness,washington,2023,4,0
"Foodborne Illness, NOS",washington,2023,4,0
Giardiasis,washington,2023,4,0
Gonorrhea,washington,2023,4,0
"Group A Streptococcus, invasive",washington,2023,4,0
HIV or AIDS,washington,2023,4,0
"Haemophilus influenzae, invasive",washington,2023,4,0
Hantavirus pulmonary syndrome,washington,2023,4,0
"Hemolytic uremic synd,postdiarrheal",washington,2023,4,0
"Hepatitis A, acute",washington,2023,4,0
Hepatitis B,washington,2023,4,0
"Hepatitis C, Acute",washington,2023,4,0
"Hepatitis C, chronic",washington,2023,4,0
Legionellosis,washington,2023,4,0
Listeriosis,washington,2023,4,0
Lyme disease,washington,2023,4,0
Malaria,washington,2023,4,0
Mumps,washington,2023,4,0
"Neisseria meningitidis, invasive (Mening. disease)",washington,2023,4,0
Noroviruses,washington,2023,4,0
Pertussis,washington,2023,4,0
Pneumocystis pneumonia (PCP),washington,2023,4,0
"Q fever, Acute",washington,2023,4,0
Rabies PEP,washington,2023,4,0
Relapsing Fever (tick and louse-borne),washington,2023,4,0
Respiratory syncytial virus (RSV),washington,2023,4,0
"S. aureus, coag+, meth- or oxi- resistant (MRSA)",washington,2023,4,0
Salmonellosis,washington,2023,4,0
Shiga toxin-producing Escherichia coli (STEC),washington,2023,4,0
Shigellosis,washington,2023,4,0
Spotted Fever Rickettsiosis,washington,2023,4,0
Streptococcal toxic-shock syndrome,washington,2023,4,0
"Streptococcus pneumoniae, invasive disease (IPD)",washington,2023,4,0
Transmissible spongiform encephalopathies (TSEs),washington,2023,4,0
Tuberculosis,washington,2023,4,0
Tularemia,washington,2023,4,0
Waterborne Illness,washington,2023,4,0
West Nile virus neuroinvasive disease,washington,2023,4,0
West Nile virus non-neuroinvasive disease,washington,2023,4,0
Yersiniosis (non-pestis),washington,2023,4,0
"Zika virus disease, non-congenital",washington,2023,4,0
"Amebiasis, NOS",adams,2023,4,0
Aseptic meningitis,adams,2023,4,0
"Botulism, infant",adams,2023,4,0
Campylobacteriosis,adams,2023,4,0
Chlamydia trachomatis infection,adams,2023,4,0
Cryptosporidiosis,adams,2023,4,0
Dengue,adams,2023,4,0
"Encephalitis, viral or aseptic",adams,2023,4,0
Extraordinary occurrence of illness,adams,2023,4,0
"Foodborne Illness, NOS",adams,2023,4,0
Giardiasis,adams,2023,4,0
Gonorrhea,adams,2023,4,0
"Group A Streptococcus, invasive",adams,2023,4,0
HIV or AIDS,adams,2023,4,0
"Haemophilus influenzae, invasive",adams,2023,4,0
Hantavirus pulmonary syndrome,adams,2023,4,0
"Hemolytic uremic synd,postdiarrheal",adams,2023,4,0
"Hepatitis A, acute",adams,2023,4,0
Hepatitis B,adams,2023,4,0
"Hepatitis C, Acute",adams,2023,4,0
"Hepatitis C, chronic",adams,2023,4,0
Legionellosis,adams,2023,4,0
Listeriosis,adams,2023,4,0
Lyme disease,adams,2023,4,0
Malaria,adams,2023,4,0
Mumps,adams,2023,4,0
"Neisseria meningitidis, invasive (Mening. disease)",adams,2023,4,0
Noroviruses,adams,2023,4,0
Pertussis,adams,2023,4,0
Pneumocystis pneumonia (PCP),adams,2023,4,0
"Q fever, Acute",adams,2023,4,0
Rabies PEP,adams,2023,4,0
Relapsing Fever (tick and louse-borne),adams,2023,4,0
Respiratory syncytial virus (RSV),adams,2023,4,0
"S. aureus, coag+, meth- or oxi- resistant (MRSA)",adams,2023,4,0
Salmonellosis,adams,2023,4,0
Shiga toxin-producing Escherichia coli (STEC),adams,2023,4,0
Shigellosis,adams,2023,4,0
Spotted Fever Rickettsiosis,adams,2023,4,0
Streptococcal toxic-shock syndrome,adams,2023,4,0
"Streptococcus pneumoniae, invasive disease (IPD)",adams,2023,4,0
Transmissible spongiform encephalopathies (TSEs),adams,2023,4,0
Tuberculosis,adams,2023,4,0
Tularemia,adams,2023,4,0
Waterborne Illness,adams,2023,4,0
West Nile virus neuroinvasive disease,adams,2023,4,0
West Nile virus non-neuroinvasive disease,adams,2023,4,0
Yersiniosis (non-pestis),adams,2023,4,0
"Zika virus disease, non-congenital",adams,2023,4,0
"Amebiasis, NOS",gem,2023,4,0
Aseptic meningitis,gem,2023,4,0
"Botulism, infant",gem,2023,4,0
Cryptosporidiosis,gem,2023,4,0
Dengue,gem,2023,4,0
"Encephalitis, viral or aseptic",gem,2023,4,0
Extraordinary occurrence of illness,gem,2023,4,0
"Foodborne Illness, NOS",gem,2023,4,0
Giardiasis,gem,2023,4,0
Gonorrhea,gem,2023,4,0
"Group A Streptococcus, invasive",gem,2023,4,0
HIV or AIDS,gem,2023,4,0
"Haemophilus influenzae, invasive",gem,2023,4,0
Hantavirus pulmonary syndrome,gem,2023,4,0
"Hemolytic uremic synd,postdiarrheal",gem,2023,4,0
"Hepatitis A, acute",gem,2023,4,0
Hepatitis B,gem,2023,4,0
"Hepatitis C, Acute",gem,2023,4,0
"Hepatitis C, chronic",gem,2023,4,0
Legionellosis,gem,2023,4,0
Listeriosis,gem,2023,4,0
Lyme disease,gem,2023,4,0
Malaria,gem,2023,4,0
Mumps,gem,2023,4,0
"Neisseria meningitidis, invasive (Mening. disease)",gem,2023,4,0
Noroviruses,gem,2023,4,0
Pertussis,gem,2023,4,0
Pneumocystis pneumonia (PCP),gem,2023,4,0
"Q fever, Acute",gem,2023,4,0
Rabies PEP,gem,2023,4,0
Relapsing Fever (tick and louse-borne),gem,2023,4,0
Respiratory syncytial virus (RSV),gem,2023,4,0
"S. aureus, coag+, meth- or oxi- resistant (MRSA)",gem,2023,4,0
Shiga toxin-producing Escherichia coli (STEC),gem,2023,4,0
Shigellosis,gem,2023,4,0
Spotted Fever Rickettsiosis,gem,2023,4,0
Streptococcal toxic-shock syndrome,gem,2023,4,0
"Streptococcus pneumoniae, invasive disease (IPD)",gem,2023,4,0
Transmissible spongiform encephalopathies (TSEs),gem,2023,4,0
Tuberculosis,gem,2023,4,0
Tularemia,gem,2023,4,0
Waterborne Illness,gem,2023,4,0
West Nile virus neuroinvasive disease,gem,2023,4,0
West Nile virus non-neuroinvasive disease,gem,2023,4,0
Yersiniosis (non-pestis),gem,2023,4,0
"Zika virus disease, non-congenital",gem,2023,4,0
"Amebiasis, NOS",owyhee,2023,4,0
Aseptic meningitis,owyhee,2023,4,0
"Botulism, infant",owyhee,2023,4,0
Cryptosporidiosis,owyhee,2023,4,0
Dengue,owyhee,2023,4,0
"Encephalitis, viral or aseptic",owyhee,2023,4,0
Extraordinary occurrence of illness,owyhee,2023,4,0
"Foodborne Illness, NOS",owyhee,2023,4,0
Giardiasis,owyhee,2023,4,0
"Group A Streptococcus, invasive",owyhee,2023,4,0
HIV or AIDS,owyhee,2023,4,0
"Haemophilus influenzae, invasive",owyhee,2023,4,0
Hantavirus pulmonary syndrome,owyhee,2023,4,0
"Hemolytic uremic synd,postdiarrheal",owyhee,2023,4,0
"Hepatitis A, acute",owyhee,2023,4,0
Hepatitis B,owyhee,2023,4,0
"Hepatitis C, Acute",owyhee,2023,4,0
"Hepatitis C, chronic",owyhee,2023,4,0
Legionellosis,owyhee,2023,4,0
Listeriosis,owyhee,2023,4,0
Lyme disease,owyhee,2023,4,0
Malaria,owyhee,2023,4,0
Mumps,owyhee,2023,4,0
"Neisseria meningitidis, invasive (Mening. disease)",owyhee,2023,4,0
Noroviruses,owyhee,2023,4,0
Pertussis,owyhee,2023,4,0
Pneumocystis pneumonia (PCP),owyhee,2023,4,0
"Q fever, Acute",owyhee,2023,4,0
Rabies PEP,owyhee,2023,4,0
Relapsing Fever (tick and louse-borne),owyhee,2023,4,0
Respiratory syncytial virus (RSV),owyhee,2023,4,0
"S. aureus, coag+, meth- or oxi- resistant (MRSA)",owyhee,2023,4,0
Salmonellosis,owyhee,2023,4,0
Shiga toxin-producing Escherichia coli (STEC),owyhee,2023,4,0
Shigellosis,owyhee,2023,4,0
Spotted Fever Rickettsiosis,owyhee,2023,4,0
Streptococcal toxic-shock syndrome,owyhee,2023,4,0
"Streptococcus pneumoniae, invasive disease (IPD)",owyhee,2023,4,0
Transmissible spongiform encephalopathies (TSEs),owyhee,2023,4,0
Tuberculosis,owyhee,2023,4,0
Tularemia,owyhee,2023,4,0
Waterborne Illness,owyhee,2023,4,0
West Nile virus neuroinvasive disease,owyhee,2023,4,0
West Nile virus non-neuroinvasive disease,owyhee,2023,4,0
Yersiniosis (non-pestis),owyhee,2023,4,0
"Zika virus disease, non-congenital",owyhee,2023,4,0
"Amebiasis, NOS",canyon,2022,9,0
Aseptic meningitis,canyon,2022,9,0
"Botulism, infant",canyon,2022,9,0
Dengue,canyon,2022,9,0
"Encephalitis, viral or aseptic",canyon,2022,9,0
Extraordinary occurrence of illness,canyon,2022,9,0
Gonorrhea,canyon,2022,9,0
"Group A Streptococcus, invasive",canyon,2022,9,0
"Haemophilus influenzae, invasive",canyon,2022,9,0
Hantavirus pulmonary syndrome,canyon,2022,9,0
"Hemolytic uremic synd,postdiarrheal",canyon,2022,9,0
"Hepatitis A, acute",canyon,2022,9,0
"Hepatitis C, Acute",canyon,2022,9,0
Legionellosis,canyon,2022,9,0
Listeriosis,canyon,2022,9,0
Lyme disease,canyon,2022,9,0
Malaria,canyon,2022,9,0
Mumps,canyon,2022,9,0
"Neisseria meningitidis, invasive (Mening. disease)",canyon,2022,9,0
Pertussis,canyon,2022,9,0
Pneumocystis pneumonia (PCP),canyon,2022,9,0
"Q fever, Acute",canyon,2022,9,0
Rabies PEP,canyon,2022,9,0
Relapsing Fever (tick and louse-borne),canyon,2022,9,0
Spotted Fever Rickettsiosis,canyon,2022,9,0
Streptococcal toxic-shock syndrome,canyon,2022,9,0
"Streptococcus pneumoniae, invasive disease (IPD)",canyon,2022,9,0
Transmissible spongiform encephalopathies (TSEs),canyon,2022,9,0
Tularemia,canyon,2022,9,0
Waterborne Illness,canyon,2022,9,0
Yersiniosis (non-pestis),canyon,2022,9,0
"Zika virus disease, non-congenital",canyon,2022,9,0
"Amebiasis, NOS",payette,2022,9,0
Aseptic meningitis,payette,2022,9,0
"Botulism, infant",payette,2022,9,0
Dengue,payette,2022,9,0
"Encephalitis, viral or aseptic",payette,2022,9,0
Extraordinary occurrence of illness,payette,2022,9,0
"Foodborne Illness, NOS",payette,2022,9,0
Giardiasis,payette,2022,9,0
Gonorrhea,payette,2022,9,0
"Group A Streptococcus, invasive",payette,2022,9,0
"Haemophilus influenzae, invasive",payette,2022,9,0
Hantavirus pulmonary syndrome,payette,2022,9,0
"Hemolytic uremic synd,postdiarrheal",payette,2022,9,0
"Hepatitis A, acute",payette,2022,9,0
Hepatitis B,payette,2022,9,0
"Hepatitis C, Acute",payette,2022,9,0
Legionellosis,payette,2022,9,0
Listeriosis,payette,2022,9,0
Lyme disease,payette,2022,9,0
Malaria,payette,2022,9,0
Mumps,payette,2022,9,0
"Neisseria meningitidis, invasive (Mening. disease)",payette,2022,9,0
Noroviruses,payette,2022,9,0
Pertussis,payette,2022,9,0
Pneumocystis pneumonia (PCP),payette,2022,9,0
"Q fever, Acute",payette,2022,9,0
Rabies PEP,payette,2022,9,0
Relapsing Fever (tick and louse-borne),payette,2022,9,0
Respiratory syncytial virus (RSV),payette,2022,9,0
"S. aureus, coag+, meth- or oxi- resistant (MRSA)",payette,2022,9,0
Shigellosis,payette,2022,9,0
Spotted Fever Rickettsiosis,payette,2022,9,0
Streptococcal toxic-shock syndrome,payette,2022,9,0
"Streptococcus pneumoniae, invasive disease (IPD)",payette,2022,9,0
Transmissible spongiform encephalopathies (TSEs),payette,2022,9,0
Tuberculosis,payette,2022,9,0
Tularemia,payette,2022,9,0
Waterborne Illness,payette,2022,9,0
West Nile virus neuroinvasive disease,payette,2022,9,0
West Nile virus non-neuroinvasive disease,payette,2022,9,0
"Zika virus disease, non-congenital",payette,2022,9,0
"Amebiasis, NOS",washington,2022,9,0
Aseptic meningitis,washington,2022,9,0
"Botulism, infant",washington,2022,9,0
Campylobacteriosis,washington,2022,9,0
Chlamydia trachomatis infection,washington,2022,9,0
Cryptosporidiosis,washington,2022,9,0
Dengue,washington,2022,9,0
"Encephalitis, viral or aseptic",washington,2022,9,0
Extraordinary occurrence of illness,washington,2022,9,0
"Foodborne Illness, NOS",washington,2022,9,0
Giardiasis,washington,2022,9,0
Gonorrhea,washington,2022,9,0
"Group A Streptococcus, invasive",washington,2022,9,0
HIV or AIDS,washington,2022,9,0
"Haemophilus influenzae, invasive",washington,2022,9,0
Hantavirus pulmonary syndrome,washington,2022,9,0
"Hemolytic uremic synd,postdiarrheal",washington,2022,9,0
"Hepatitis A, acute",washington,2022,9,0
Hepatitis B,washington,2022,9,0
"Hepatitis C, Acute",washington,2022,9,0
"Hepatitis C, chronic",washington,2022,9,0
Legionellosis,washington,2022,9,0
Listeriosis,washington,2022,9,0
Lyme disease,washington,2022,9,0
Malaria,washington,2022,9,0
Mumps,washington,2022,9,0
"Neisseria meningitidis, invasive (Mening. disease)",washington,2022,9,0
Noroviruses,washington,2022,9,0
Pertussis,washington,2022,9,0
Pneumocystis pneumonia (PCP),washington,2022,9,0
"Q fever, Acute",washington,2022,9,0
Rabies PEP,washington,2022,9,0
Relapsing Fever (tick and louse-borne),washington,2022,9,0
Respiratory syncytial virus (RSV),washington,2022,9,0
"S. aureus, coag+, meth- or oxi- resistant (MRSA)",washington,2022,9,0
Salmonellosis,washington,2022,9,0
Shiga toxin-producing Escherichia coli (STEC),washington,2022,9,0
Shigellosis,washington,2022,9,0
Spotted Fever Rickettsiosis,washington,2022,9,0
Streptococcal toxic-shock syndrome,washington,2022,9,0
"Streptococcus pneumoniae, invasive disease (IPD)",washington,2022,9,0
Transmissible spongiform encephalopathies (TSEs),washington,2022,9,0
Tuberculosis,washington,2022,9,0
Tularemia,washington,2022,9,0
Waterborne Illness,washington,2022,9,0
West Nile virus neuroinvasive disease,washington,2022,9,0
West Nile virus non-neuroinvasive disease,washington,2022,9,0
Yersiniosis (non-pestis),washington,2022,9,0
"Zika virus disease, non-congenital",washington,2022,9,0
"Amebiasis, NOS",adams,2022,9,0
Aseptic meningitis,adams,2022,9,0
"Botulism, infant",adams,2022,9,0
Campylobacteriosis,adams,2022,9,0
Chlamydia trachomatis infection,adams,2022,9,0
Cryptosporidiosis,adams,2022,9,0
Dengue,adams,2022,9,0
"Encephalitis, viral or aseptic",adams,2022,9,0
Extraordinary occurrence of illness,adams,2022,9,0
"Foodborne Illness, NOS",adams,2022,9,0
Giardiasis,adams,2022,9,0
Gonorrhea,adams,2022,9,0
"Group A Streptococcus, invasive",adams,2022,9,0
HIV or AIDS,adams,2022,9,0
"Haemophilus influenzae, invasive",adams,2022,9,0
Hantavirus pulmonary syndrome,adams,2022,9,0
"Hemolytic uremic synd,postdiarrheal",adams,2022,9,0
"Hepatitis A, acute",adams,2022,9,0
Hepatitis B,adams,2022,9,0
"Hepatitis C, Acute",adams,2022,9,0
Legionellosis,adams,2022,9,0
Listeriosis,adams,2022,9,0
Lyme disease,adams,2022,9,0
Malaria,adams,2022,9,0
Mumps,adams,2022,9,0
"Neisseria meningitidis, invasive (Mening. disease)",adams,2022,9,0
Noroviruses,adams,2022,9,0
Pertussis,adams,2022,9,0
Pneumocystis pneumonia (PCP),adams,2022,9,0
"Q fever, Acute",adams,2022,9,0
Rabies PEP,adams,2022,9,0
Relapsing Fever (tick and louse-borne),adams,2022,9,0
Respiratory syncytial virus (RSV),adams,2022,9,0
"S. aureus, coag+, meth- or oxi- resistant (MRSA)",adams,2022,9,0
Salmonellosis,adams,2022,9,0
Shiga toxin-producing Escherichia coli (STEC),adams,2022,9,0
Shigellosis,adams,2022,9,0
Spotted Fever Rickettsiosis,adams,2022,9,0
Streptococcal toxic-shock syndrome,adams,2022,9,0
"Streptococcus pneumoniae, invasive disease (IPD)",adams,2022,9,0
Transmissible spongiform encephalopathies (TSEs),adams,2022,9,0
Tuberculosis,adams,2022,9,0
Tularemia,adams,2022,9,0
Waterborne Illness,adams,2022,9,0
